season,wteam,lteam,School,OverallG,OverallW,OverallL,OverallW.L_percent,OverallSRS,OverallSOS,Conf.W,Conf.L,PointsTm.,PointsOpp.,School.TotalsFG,School.TotalsFGA,School.TotalsFG_percent,School.Totals3P,School.Totals3PA,School.Totals3P_percent,School.TotalsFT,School.TotalsFTA,School.TotalsFT_percent,School.TotalsTRB,School.TotalsAST,School.TotalsSTL,School.TotalsBLK,SchoolAdvancedFTr,SchoolAdvanced3PAr,SchoolAdvancedTS_percent,SchoolAdvancedTRB_percent,SchoolAdvancedAST_percent,SchoolAdvancedBLK_percent,SchoolAdvancedeFG_percent,SchoolAdvancedFT.FGA,season.2,seed,School.1,OverallG.1,OverallW.1,OverallL.1,OverallW.L_percent.1,OverallSRS.1,OverallSOS.1,Conf.W.1,Conf.L.1,PointsTm..1,PointsOpp..1,School.TotalsFG.1,School.TotalsFGA.1,School.TotalsFG_percent.1,School.Totals3P.1,School.Totals3PA.1,School.Totals3P_percent.1,School.TotalsFT.1,School.TotalsFTA.1,School.TotalsFT_percent.1,School.TotalsTRB.1,School.TotalsAST.1,School.TotalsSTL.1,School.TotalsBLK.1,SchoolAdvancedFTr.1,SchoolAdvanced3PAr.1,SchoolAdvancedTS_percent.1,SchoolAdvancedTRB_percent.1,SchoolAdvancedAST_percent.1,SchoolAdvancedBLK_percent.1,SchoolAdvancedeFG_percent.1,SchoolAdvancedFT.FGA.1,season.1,seed.1,variable
2009,Connecticut,Texas A&M,Texas A&M,34,24,10,0.706,10.52,6.13,9,7,2440,2281,822,1831,0.449,202,560,0.361,594,856,0.694,1249,427,164,133,0.468,0.306,0.545,53.6,51.9,7.8,0.504,0.324,2009,9,Connecticut,36,31,5,0.861,22.17,8.57,15,3,2819,2313,996,2102,0.474,165,484,0.341,662,976,0.678,1559,567,209,280,0.464,0.23,0.549,55.8,56.9,13.1,0.513,0.315,2009,1,lteam
2009,Purdue,Washington,Washington,35,26,9,0.743,16.78,8.19,14,4,2750,2431,977,2136,0.457,146,433,0.337,650,929,0.7,1437,458,259,95,0.435,0.203,0.534,55.5,46.9,5,0.492,0.304,2009,4,Purdue,37,27,10,0.73,16.44,7.17,11,7,2555,2212,914,2071,0.441,244,704,0.347,483,687,0.703,1271,552,265,176,0.332,0.34,0.533,49.6,60.4,9.7,0.5,0.233,2009,5,lteam
2009,Missouri,Marquette,Marquette,35,25,10,0.714,15.06,7.87,12,6,2739,2432,914,2023,0.452,243,701,0.347,668,918,0.728,1247,526,275,100,0.454,0.347,0.557,52,57.5,5.7,0.512,0.33,2009,6,Missouri,38,31,7,0.816,19.56,6.72,12,4,3096,2571,1124,2381,0.472,263,746,0.353,585,871,0.672,1393,699,388,140,0.366,0.313,0.554,49.6,62.2,7.2,0.527,0.246,2009,3,lteam
2009,Memphis,Maryland,Maryland,35,21,14,0.6,11.1,8.99,7,9,2512,2419,924,2179,0.424,201,604,0.333,463,611,0.758,1274,511,268,145,0.28,0.277,0.509,48.9,55.3,8,0.47,0.212,2009,10,Memphis,37,33,4,0.892,20.92,4.63,16,0,2779,2176,979,2176,0.45,222,681,0.326,599,868,0.69,1452,526,328,222,0.399,0.313,0.537,54.2,53.7,11.9,0.501,0.275,2009,2,lteam
2009,Connecticut,Purdue,Purdue,37,27,10,0.73,16.44,7.17,11,7,2555,2212,914,2071,0.441,244,704,0.347,483,687,0.703,1271,552,265,176,0.332,0.34,0.533,49.6,60.4,9.7,0.5,0.233,2009,5,Connecticut,36,31,5,0.861,22.17,8.57,15,3,2819,2313,996,2102,0.474,165,484,0.341,662,976,0.678,1559,567,209,280,0.464,0.23,0.549,55.8,56.9,13.1,0.513,0.315,2009,1,lteam
2009,Missouri,Memphis,Memphis,37,33,4,0.892,20.92,4.63,16,0,2779,2176,979,2176,0.45,222,681,0.326,599,868,0.69,1452,526,328,222,0.399,0.313,0.537,54.2,53.7,11.9,0.501,0.275,2009,2,Missouri,38,31,7,0.816,19.56,6.72,12,4,3096,2571,1124,2381,0.472,263,746,0.353,585,871,0.672,1393,699,388,140,0.366,0.313,0.554,49.6,62.2,7.2,0.527,0.246,2009,3,lteam
2009,Connecticut,Missouri,Missouri,38,31,7,0.816,19.56,6.72,12,4,3096,2571,1124,2381,0.472,263,746,0.353,585,871,0.672,1393,699,388,140,0.366,0.313,0.554,49.6,62.2,7.2,0.527,0.246,2009,3,Connecticut,36,31,5,0.861,22.17,8.57,15,3,2819,2313,996,2102,0.474,165,484,0.341,662,976,0.678,1559,567,209,280,0.464,0.23,0.549,55.8,56.9,13.1,0.513,0.315,2009,1,lteam
2009,North Carolina,Villanova,Villanova,38,30,8,0.789,17.45,8.72,13,5,2919,2560,990,2193,0.451,247,701,0.352,692,919,0.753,1449,551,300,128,0.419,0.32,0.555,53.5,55.7,7,0.508,0.316,2009,3,North Carolina,38,34,4,0.895,25.46,8.35,13,3,3413,2735,1205,2509,0.48,264,682,0.387,739,983,0.752,1594,685,325,196,0.392,0.272,0.573,54.1,56.8,8.9,0.533,0.295,2009,1,lteam
2009,Michigan State,Connecticut,Connecticut,36,31,5,0.861,22.17,8.57,15,3,2819,2313,996,2102,0.474,165,484,0.341,662,976,0.678,1559,567,209,280,0.464,0.23,0.549,55.8,56.9,13.1,0.513,0.315,2009,1,Michigan State,38,31,7,0.816,17.71,9.37,15,3,2737,2420,962,2135,0.451,201,567,0.354,612,877,0.698,1482,611,248,107,0.411,0.266,0.536,56.8,63.5,6,0.498,0.287,2009,2,lteam
2009,Michigan State,North Carolina,North Carolina,38,34,4,0.895,25.46,8.35,13,3,3413,2735,1205,2509,0.48,264,682,0.387,739,983,0.752,1594,685,325,196,0.392,0.272,0.573,54.1,56.8,8.9,0.533,0.295,2009,1,Michigan State,38,31,7,0.816,17.71,9.37,15,3,2737,2420,962,2135,0.451,201,567,0.354,612,877,0.698,1482,611,248,107,0.411,0.266,0.536,56.8,63.5,6,0.498,0.287,2009,2,lteam
2010,Duke,Arkansas-Pine Bluff,Arkansas-Pine Bluff,34,18,16,0.529,-8.29,-7.68,14,4,2166,2187,725,1778,0.408,141,466,0.303,575,861,0.668,1286,421,229,121,0.484,0.262,0.495,54.2,58.1,10.2,0.447,0.323,2010,16,Duke,40,35,5,0.875,25.21,9.21,13,3,3079,2441,1049,2375,0.442,301,782,0.385,682,899,0.759,1560,555,266,162,0.379,0.329,0.549,54.4,52.9,9.8,0.505,0.287,2010,1,lteam
2010,University of California,Louisville,Louisville,33,20,13,0.606,14.08,7.99,11,7,2505,2304,876,1960,0.447,262,777,0.337,491,700,0.701,1217,511,258,135,0.357,0.396,0.546,51.3,58.3,10.9,0.514,0.251,2010,9,University of California,35,24,11,0.686,17.29,8.26,13,5,2703,2387,966,2028,0.476,228,609,0.374,543,717,0.757,1241,500,198,86,0.354,0.3,0.571,52.5,51.8,6.3,0.533,0.268,2010,8,lteam
2010,Texas A&M,Utah State,Utah State,35,27,8,0.771,13.62,1.23,14,2,2559,2097,941,1928,0.488,242,585,0.414,435,574,0.758,1238,584,162,123,0.298,0.303,0.581,54.6,62.1,9.8,0.551,0.226,2010,12,Texas A&M,34,24,10,0.706,15.24,9.8,11,5,2426,2192,813,1846,0.44,210,626,0.335,590,892,0.661,1252,417,223,113,0.483,0.339,0.534,51.9,51.3,9.1,0.497,0.32,2010,5,lteam
2010,Purdue,Siena,Siena,34,27,7,0.794,8.48,-1.17,17,1,2554,2226,930,2048,0.454,160,498,0.321,534,793,0.673,1310,486,298,119,0.387,0.243,0.527,52.9,52.3,8.5,0.493,0.261,2010,13,Purdue,35,29,6,0.829,17.52,8.81,14,4,2467,2144,867,1957,0.443,187,588,0.318,546,755,0.723,1170,493,248,162,0.386,0.3,0.533,48.9,56.9,12.2,0.491,0.279,2010,4,lteam
2010,Old Dominion,Notre Dame,Notre Dame,35,23,12,0.657,13.14,6.22,10,8,2635,2393,918,1953,0.47,261,673,0.388,538,744,0.723,1250,585,194,104,0.381,0.345,0.571,52.6,63.7,7.8,0.537,0.275,2010,6,Old Dominion,36,27,9,0.75,11.39,1.78,15,3,2415,2069,922,2061,0.447,166,523,0.317,405,625,0.648,1394,554,282,105,0.303,0.254,0.512,55.8,60.1,8.6,0.488,0.197,2010,11,lteam
2010,Baylor,Sam Houston State,Sam Houston State,33,25,8,0.758,3.71,-3.37,14,2,2616,2284,909,1963,0.463,287,775,0.37,511,727,0.703,1247,673,257,85,0.37,0.395,0.567,53,74,7,0.536,0.26,2010,14,Baylor,36,28,8,0.778,17.97,8.03,11,5,2771,2362,993,2040,0.487,255,662,0.385,530,731,0.725,1408,508,237,242,0.358,0.325,0.58,54.4,51.2,17.4,0.549,0.26,2010,3,lteam
2010,Saint Mary's (CA),Richmond,Richmond,35,26,9,0.743,10.03,3.43,13,3,2427,2196,868,1943,0.447,250,704,0.355,441,630,0.7,1139,442,289,158,0.324,0.362,0.541,46.2,50.9,11.9,0.511,0.227,2010,7,Saint Mary's (CA),34,28,6,0.824,13.38,2.2,11,3,2668,2258,944,1950,0.484,284,699,0.406,496,652,0.761,1244,543,168,176,0.334,0.358,0.59,53.2,57.5,11.4,0.557,0.254,2010,10,lteam
2010,Villanova,Robert Morris,Robert Morris,35,23,12,0.657,-3.71,-6.15,15,3,2399,2306,815,1868,0.436,197,546,0.361,572,859,0.666,1227,433,267,80,0.46,0.292,0.527,51.1,53.1,7.2,0.489,0.306,2010,15,Villanova,33,25,8,0.758,16.72,7.75,13,5,2700,2404,899,1962,0.458,252,676,0.373,650,861,0.755,1272,448,259,133,0.439,0.345,0.569,53.2,49.8,11.7,0.522,0.331,2010,2,lteam
2010,Duke,University of California,University of California,35,24,11,0.686,17.29,8.26,13,5,2703,2387,966,2028,0.476,228,609,0.374,543,717,0.757,1241,500,198,86,0.354,0.3,0.571,52.5,51.8,6.3,0.533,0.268,2010,8,Duke,40,35,5,0.875,25.21,9.21,13,3,3079,2441,1049,2375,0.442,301,782,0.385,682,899,0.759,1560,555,266,162,0.379,0.329,0.549,54.4,52.9,9.8,0.505,0.287,2010,1,lteam
2010,Purdue,Texas A&M,Texas A&M,34,24,10,0.706,15.24,9.8,11,5,2426,2192,813,1846,0.44,210,626,0.335,590,892,0.661,1252,417,223,113,0.483,0.339,0.534,51.9,51.3,9.1,0.497,0.32,2010,5,Purdue,35,29,6,0.829,17.52,8.81,14,4,2467,2144,867,1957,0.443,187,588,0.318,546,755,0.723,1170,493,248,162,0.386,0.3,0.533,48.9,56.9,12.2,0.491,0.279,2010,4,lteam
2010,Baylor,Old Dominion,Old Dominion,36,27,9,0.75,11.39,1.78,15,3,2415,2069,922,2061,0.447,166,523,0.317,405,625,0.648,1394,554,282,105,0.303,0.254,0.512,55.8,60.1,8.6,0.488,0.197,2010,11,Baylor,36,28,8,0.778,17.97,8.03,11,5,2771,2362,993,2040,0.487,255,662,0.385,530,731,0.725,1408,508,237,242,0.358,0.325,0.58,54.4,51.2,17.4,0.549,0.26,2010,3,lteam
2010,Saint Mary's (CA),Villanova,Villanova,33,25,8,0.758,16.72,7.75,13,5,2700,2404,899,1962,0.458,252,676,0.373,650,861,0.755,1272,448,259,133,0.439,0.345,0.569,53.2,49.8,11.7,0.522,0.331,2010,2,Saint Mary's (CA),34,28,6,0.824,13.38,2.2,11,3,2668,2258,944,1950,0.484,284,699,0.406,496,652,0.761,1244,543,168,176,0.334,0.358,0.59,53.2,57.5,11.4,0.557,0.254,2010,10,lteam
2010,Duke,Purdue,Purdue,35,29,6,0.829,17.52,8.81,14,4,2467,2144,867,1957,0.443,187,588,0.318,546,755,0.723,1170,493,248,162,0.386,0.3,0.533,48.9,56.9,12.2,0.491,0.279,2010,4,Duke,40,35,5,0.875,25.21,9.21,13,3,3079,2441,1049,2375,0.442,301,782,0.385,682,899,0.759,1560,555,266,162,0.379,0.329,0.549,54.4,52.9,9.8,0.505,0.287,2010,1,lteam
2010,Baylor,Saint Mary's (CA),Saint Mary's (CA),34,28,6,0.824,13.38,2.2,11,3,2668,2258,944,1950,0.484,284,699,0.406,496,652,0.761,1244,543,168,176,0.334,0.358,0.59,53.2,57.5,11.4,0.557,0.254,2010,10,Baylor,36,28,8,0.778,17.97,8.03,11,5,2771,2362,993,2040,0.487,255,662,0.385,530,731,0.725,1408,508,237,242,0.358,0.325,0.58,54.4,51.2,17.4,0.549,0.26,2010,3,lteam
2010,Duke,Baylor,Baylor,36,28,8,0.778,17.97,8.03,11,5,2771,2362,993,2040,0.487,255,662,0.385,530,731,0.725,1408,508,237,242,0.358,0.325,0.58,54.4,51.2,17.4,0.549,0.26,2010,3,Duke,40,35,5,0.875,25.21,9.21,13,3,3079,2441,1049,2375,0.442,301,782,0.385,682,899,0.759,1560,555,266,162,0.379,0.329,0.549,54.4,52.9,9.8,0.505,0.287,2010,1,lteam
2010,Kentucky,East Tennessee State,East Tennessee State,35,20,15,0.571,-0.83,-1.47,13,7,2424,2362,855,1978,0.432,177,575,0.308,537,815,0.659,1277,382,293,112,0.412,0.291,0.512,50.5,44.7,9.9,0.477,0.271,2010,16,Kentucky,38,35,3,0.921,21.13,6.82,14,2,3012,2468,1066,2228,0.478,231,697,0.331,649,971,0.668,1584,573,279,273,0.436,0.313,0.56,55.4,53.8,17.8,0.53,0.291,2010,1,lteam
2010,Wake Forest,Texas,Texas,34,24,10,0.706,18.56,7.38,9,7,2761,2381,1005,2158,0.466,195,566,0.345,556,878,0.633,1425,489,269,194,0.407,0.262,0.536,53.8,48.7,13,0.511,0.258,2010,8,Wake Forest,31,20,11,0.645,11.45,8.85,9,7,2257,2155,811,1869,0.434,134,435,0.308,501,762,0.657,1306,369,221,162,0.408,0.233,0.506,53,45.5,12.7,0.47,0.268,2010,9,lteam
2010,Cornell,Temple,Temple,35,29,6,0.829,12.44,4.27,14,2,2273,1987,851,1942,0.438,204,605,0.337,367,533,0.689,1281,515,163,104,0.274,0.312,0.518,52.8,60.5,8.1,0.491,0.189,2010,5,Cornell,34,29,5,0.853,8.76,-0.91,13,1,2596,2192,913,1894,0.482,326,759,0.43,393,538,0.73,1149,543,243,122,0.284,0.401,0.604,52.4,59.5,10.2,0.568,0.207,2010,12,lteam
2010,Wisconsin,Wofford,Wofford,35,26,9,0.743,4.43,-2.57,15,3,2408,2134,825,1873,0.44,203,580,0.35,555,830,0.669,1243,469,242,74,0.443,0.31,0.531,52.2,56.8,5.8,0.495,0.296,2010,13,Wisconsin,33,24,9,0.727,17.84,7.66,13,5,2214,1878,776,1750,0.443,246,690,0.357,416,568,0.732,1056,412,187,113,0.325,0.394,0.548,51.3,53.1,9.5,0.514,0.238,2010,4,lteam
2010,Washington,Marquette,Marquette,34,22,12,0.647,15.17,8.23,11,7,2485,2198,861,1890,0.456,274,664,0.413,489,660,0.741,1071,516,269,72,0.349,0.351,0.564,49,59.9,5.5,0.528,0.259,2010,6,Washington,36,26,10,0.722,15.64,7.49,11,7,2851,2519,1004,2212,0.454,191,568,0.336,652,905,0.72,1364,515,264,151,0.409,0.257,0.54,52.5,51.3,10.2,0.497,0.295,2010,11,lteam
2010,New Mexico,Montana,Montana,32,22,10,0.688,3.93,-2.35,10,6,2228,1960,791,1636,0.483,210,526,0.399,436,603,0.723,1048,396,206,106,0.369,0.322,0.579,52.2,50.1,9.2,0.548,0.267,2010,14,New Mexico,35,30,5,0.857,12.49,3.84,14,2,2655,2352,887,2023,0.438,273,739,0.369,608,909,0.669,1347,497,232,120,0.449,0.365,0.541,53.6,56,10.4,0.506,0.301,2010,3,lteam
2010,Missouri,Clemson,Clemson,32,21,11,0.656,15.71,7.9,9,7,2350,2065,851,1878,0.453,216,631,0.342,432,654,0.661,1178,453,301,151,0.348,0.336,0.537,51.4,53.2,11.9,0.511,0.23,2010,7,Missouri,34,23,11,0.676,17.39,6.36,10,6,2627,2252,926,2104,0.44,258,701,0.368,517,714,0.724,1200,522,371,160,0.339,0.333,0.538,48,56.4,12.3,0.501,0.246,2010,10,lteam
2010,West Virginia,Morgan State,Morgan State,37,27,10,0.73,-1.18,-6.15,15,1,2813,2606,960,2239,0.429,205,617,0.332,688,983,0.7,1488,461,243,152,0.439,0.276,0.52,52.4,48,9.6,0.475,0.307,2010,15,West Virginia,38,31,7,0.816,19.16,10.26,13,5,2752,2414,942,2190,0.43,257,762,0.337,611,868,0.704,1467,589,213,155,0.396,0.348,0.529,54.5,62.5,11.4,0.489,0.279,2010,2,lteam
2010,Kentucky,Wake Forest,Wake Forest,31,20,11,0.645,11.45,8.85,9,7,2257,2155,811,1869,0.434,134,435,0.308,501,762,0.657,1306,369,221,162,0.408,0.233,0.506,53,45.5,12.7,0.47,0.268,2010,9,Kentucky,38,35,3,0.921,21.13,6.82,14,2,3012,2468,1066,2228,0.478,231,697,0.331,649,971,0.668,1584,573,279,273,0.436,0.313,0.56,55.4,53.8,17.8,0.53,0.291,2010,1,lteam
2010,Cornell,Wisconsin,Wisconsin,33,24,9,0.727,17.84,7.66,13,5,2214,1878,776,1750,0.443,246,690,0.357,416,568,0.732,1056,412,187,113,0.325,0.394,0.548,51.3,53.1,9.5,0.514,0.238,2010,4,Cornell,34,29,5,0.853,8.76,-0.91,13,1,2596,2192,913,1894,0.482,326,759,0.43,393,538,0.73,1149,543,243,122,0.284,0.401,0.604,52.4,59.5,10.2,0.568,0.207,2010,12,lteam
2010,Washington,New Mexico,New Mexico,35,30,5,0.857,12.49,3.84,14,2,2655,2352,887,2023,0.438,273,739,0.369,608,909,0.669,1347,497,232,120,0.449,0.365,0.541,53.6,56,10.4,0.506,0.301,2010,3,Washington,36,26,10,0.722,15.64,7.49,11,7,2851,2519,1004,2212,0.454,191,568,0.336,652,905,0.72,1364,515,264,151,0.409,0.257,0.54,52.5,51.3,10.2,0.497,0.295,2010,11,lteam
2010,West Virginia,Missouri,Missouri,34,23,11,0.676,17.39,6.36,10,6,2627,2252,926,2104,0.44,258,701,0.368,517,714,0.724,1200,522,371,160,0.339,0.333,0.538,48,56.4,12.3,0.501,0.246,2010,10,West Virginia,38,31,7,0.816,19.16,10.26,13,5,2752,2414,942,2190,0.43,257,762,0.337,611,868,0.704,1467,589,213,155,0.396,0.348,0.529,54.5,62.5,11.4,0.489,0.279,2010,2,lteam
2010,Kentucky,Cornell,Cornell,34,29,5,0.853,8.76,-0.91,13,1,2596,2192,913,1894,0.482,326,759,0.43,393,538,0.73,1149,543,243,122,0.284,0.401,0.604,52.4,59.5,10.2,0.568,0.207,2010,12,Kentucky,38,35,3,0.921,21.13,6.82,14,2,3012,2468,1066,2228,0.478,231,697,0.331,649,971,0.668,1584,573,279,273,0.436,0.313,0.56,55.4,53.8,17.8,0.53,0.291,2010,1,lteam
2010,West Virginia,Washington,Washington,36,26,10,0.722,15.64,7.49,11,7,2851,2519,1004,2212,0.454,191,568,0.336,652,905,0.72,1364,515,264,151,0.409,0.257,0.54,52.5,51.3,10.2,0.497,0.295,2010,11,West Virginia,38,31,7,0.816,19.16,10.26,13,5,2752,2414,942,2190,0.43,257,762,0.337,611,868,0.704,1467,589,213,155,0.396,0.348,0.529,54.5,62.5,11.4,0.489,0.279,2010,2,lteam
2010,West Virginia,Kentucky,Kentucky,38,35,3,0.921,21.13,6.82,14,2,3012,2468,1066,2228,0.478,231,697,0.331,649,971,0.668,1584,573,279,273,0.436,0.313,0.56,55.4,53.8,17.8,0.53,0.291,2010,1,West Virginia,38,31,7,0.816,19.16,10.26,13,5,2752,2414,942,2190,0.43,257,762,0.337,611,868,0.704,1467,589,213,155,0.396,0.348,0.529,54.5,62.5,11.4,0.489,0.279,2010,2,lteam
2010,Kansas,Lehigh,Lehigh,33,22,11,0.667,-3.33,-7.79,10,4,2478,2331,842,1853,0.454,220,551,0.399,574,799,0.718,1201,495,203,85,0.431,0.297,0.555,50.9,58.8,6.7,0.514,0.31,2010,16,Kansas,36,33,3,0.917,24.68,8.25,15,1,2937,2312,1033,2111,0.489,262,648,0.404,609,871,0.699,1457,609,301,232,0.413,0.307,0.582,54.6,59,16,0.551,0.288,2010,1,lteam
2010,Northern Iowa,Nevada-Las Vegas,Nevada-Las Vegas,34,25,9,0.735,12.57,4.82,11,5,2485,2168,899,1950,0.461,231,695,0.332,456,637,0.716,1149,551,266,117,0.327,0.356,0.552,49.5,61.3,10.2,0.52,0.234,2010,8,Northern Iowa,35,30,5,0.857,12.03,4.27,15,3,2216,1929,747,1741,0.429,233,659,0.354,489,645,0.758,1130,367,198,70,0.37,0.379,0.541,52,49.1,6.4,0.496,0.281,2010,9,lteam
2010,Michigan State,New Mexico State,New Mexico State,34,22,12,0.647,2.06,1.66,11,5,2662,2639,919,1997,0.46,287,774,0.371,537,767,0.7,1212,484,203,111,0.384,0.388,0.564,48.6,52.7,8,0.532,0.269,2010,12,Michigan State,37,28,9,0.757,15.33,8.17,14,4,2658,2361,974,2068,0.471,187,543,0.344,523,764,0.685,1426,606,242,123,0.369,0.263,0.547,56.3,62.2,9.5,0.516,0.253,2010,5,lteam
2010,Maryland,Houston,Houston,35,19,16,0.543,6.74,3.48,7,9,2751,2624,958,2282,0.42,290,814,0.356,545,768,0.71,1185,435,329,103,0.337,0.357,0.52,44.5,45.4,7.2,0.483,0.239,2010,13,Maryland,33,24,9,0.727,17.75,7.95,13,3,2629,2254,966,2052,0.471,195,510,0.382,502,689,0.729,1270,545,256,154,0.336,0.249,0.552,50.4,56.4,11,0.518,0.245,2010,4,lteam
2010,Tennessee,San Diego State,San Diego State,34,25,9,0.735,11.34,4.21,11,5,2389,2101,875,1846,0.474,179,564,0.317,460,741,0.621,1257,458,251,156,0.401,0.306,0.543,54.8,52.3,13,0.522,0.249,2010,11,Tennessee,37,28,9,0.757,16.05,7.75,11,5,2720,2413,991,2174,0.456,218,681,0.32,520,775,0.671,1353,530,290,136,0.356,0.313,0.535,50.8,53.5,10.8,0.506,0.239,2010,6,lteam
2010,Ohio,Georgetown,Georgetown,34,23,11,0.676,17.03,9.56,10,8,2500,2246,905,1815,0.499,212,548,0.387,478,672,0.711,1132,524,237,161,0.37,0.302,0.586,51.8,57.9,12.9,0.557,0.263,2010,3,Ohio,37,22,15,0.595,4.56,-0.03,7,9,2763,2569,925,2153,0.43,278,759,0.366,635,883,0.719,1371,524,278,97,0.41,0.353,0.537,49.5,56.6,6.7,0.494,0.295,2010,14,lteam
2010,Georgia Tech,Oklahoma State,Oklahoma State,33,22,11,0.667,12.34,6.97,9,7,2437,2243,839,1861,0.451,274,784,0.349,485,679,0.714,1169,413,214,84,0.365,0.421,0.558,51,49.2,7,0.524,0.261,2010,7,Georgia Tech,36,23,13,0.639,14.11,9.02,7,9,2621,2365,948,2064,0.459,213,587,0.363,512,779,0.657,1430,508,288,190,0.377,0.284,0.538,53.2,53.6,13.9,0.511,0.248,2010,10,lteam
2010,Ohio State,UC-Santa Barbara,UC-Santa Barbara,30,20,10,0.667,-0.13,-1.09,12,4,2028,1972,674,1522,0.443,205,544,0.377,475,698,0.681,984,414,202,92,0.459,0.357,0.547,48.4,61.4,9.5,0.51,0.312,2010,15,Ohio State,37,29,8,0.784,19.49,7.37,14,4,2740,2274,983,1999,0.492,276,708,0.39,498,716,0.696,1234,545,262,157,0.358,0.354,0.586,51.2,55.4,12.2,0.561,0.249,2010,2,lteam
2010,Northern Iowa,Kansas,Kansas,36,33,3,0.917,24.68,8.25,15,1,2937,2312,1033,2111,0.489,262,648,0.404,609,871,0.699,1457,609,301,232,0.413,0.307,0.582,54.6,59,16,0.551,0.288,2010,1,Northern Iowa,35,30,5,0.857,12.03,4.27,15,3,2216,1929,747,1741,0.429,233,659,0.354,489,645,0.758,1130,367,198,70,0.37,0.379,0.541,52,49.1,6.4,0.496,0.281,2010,9,lteam
2010,Michigan State,Maryland,Maryland,33,24,9,0.727,17.75,7.95,13,3,2629,2254,966,2052,0.471,195,510,0.382,502,689,0.729,1270,545,256,154,0.336,0.249,0.552,50.4,56.4,11,0.518,0.245,2010,4,Michigan State,37,28,9,0.757,15.33,8.17,14,4,2658,2361,974,2068,0.471,187,543,0.344,523,764,0.685,1426,606,242,123,0.369,0.263,0.547,56.3,62.2,9.5,0.516,0.253,2010,5,lteam
2010,Tennessee,Ohio,Ohio,37,22,15,0.595,4.56,-0.03,7,9,2763,2569,925,2153,0.43,278,759,0.366,635,883,0.719,1371,524,278,97,0.41,0.353,0.537,49.5,56.6,6.7,0.494,0.295,2010,14,Tennessee,37,28,9,0.757,16.05,7.75,11,5,2720,2413,991,2174,0.456,218,681,0.32,520,775,0.671,1353,530,290,136,0.356,0.313,0.535,50.8,53.5,10.8,0.506,0.239,2010,6,lteam
2010,Ohio State,Georgia Tech,Georgia Tech,36,23,13,0.639,14.11,9.02,7,9,2621,2365,948,2064,0.459,213,587,0.363,512,779,0.657,1430,508,288,190,0.377,0.284,0.538,53.2,53.6,13.9,0.511,0.248,2010,10,Ohio State,37,29,8,0.784,19.49,7.37,14,4,2740,2274,983,1999,0.492,276,708,0.39,498,716,0.696,1234,545,262,157,0.358,0.354,0.586,51.2,55.4,12.2,0.561,0.249,2010,2,lteam
2010,Michigan State,Northern Iowa,Northern Iowa,35,30,5,0.857,12.03,4.27,15,3,2216,1929,747,1741,0.429,233,659,0.354,489,645,0.758,1130,367,198,70,0.37,0.379,0.541,52,49.1,6.4,0.496,0.281,2010,9,Michigan State,37,28,9,0.757,15.33,8.17,14,4,2658,2361,974,2068,0.471,187,543,0.344,523,764,0.685,1426,606,242,123,0.369,0.263,0.547,56.3,62.2,9.5,0.516,0.253,2010,5,lteam
2010,Tennessee,Ohio State,Ohio State,37,29,8,0.784,19.49,7.37,14,4,2740,2274,983,1999,0.492,276,708,0.39,498,716,0.696,1234,545,262,157,0.358,0.354,0.586,51.2,55.4,12.2,0.561,0.249,2010,2,Tennessee,37,28,9,0.757,16.05,7.75,11,5,2720,2413,991,2174,0.456,218,681,0.32,520,775,0.671,1353,530,290,136,0.356,0.313,0.535,50.8,53.5,10.8,0.506,0.239,2010,6,lteam
2010,Michigan State,Tennessee,Tennessee,37,28,9,0.757,16.05,7.75,11,5,2720,2413,991,2174,0.456,218,681,0.32,520,775,0.671,1353,530,290,136,0.356,0.313,0.535,50.8,53.5,10.8,0.506,0.239,2010,6,Michigan State,37,28,9,0.757,15.33,8.17,14,4,2658,2361,974,2068,0.471,187,543,0.344,523,764,0.685,1426,606,242,123,0.369,0.263,0.547,56.3,62.2,9.5,0.516,0.253,2010,5,lteam
2010,Syracuse,Vermont,Vermont,35,25,10,0.714,-1.26,-6.69,12,4,2457,2267,826,1884,0.438,166,524,0.317,639,930,0.687,1291,423,239,141,0.494,0.278,0.528,51.9,51.2,10.2,0.482,0.339,2010,16,Syracuse,35,30,5,0.857,21.72,7.21,15,3,2832,2324,1042,2021,0.516,244,624,0.391,504,745,0.677,1337,673,336,221,0.369,0.309,0.596,53,64.6,17.2,0.576,0.249,2010,1,lteam
2010,Gonzaga,Florida State,Florida State,32,22,10,0.688,14.64,6.79,10,6,2183,1932,783,1734,0.452,186,557,0.334,431,669,0.644,1211,446,267,200,0.386,0.321,0.532,53.7,57,17.7,0.505,0.249,2010,9,Gonzaga,34,27,7,0.794,12.11,3.83,12,2,2614,2291,912,1856,0.491,182,516,0.353,608,916,0.664,1286,456,227,142,0.494,0.278,0.57,53.1,50,10.5,0.54,0.328,2010,8,lteam
2010,Butler,Texas-El Paso,Texas-El Paso,33,26,7,0.788,12.66,1.96,15,1,2484,2131,891,1879,0.474,201,586,0.343,501,744,0.673,1193,488,288,120,0.396,0.312,0.556,50.5,54.8,10.2,0.528,0.267,2010,12,Butler,38,33,5,0.868,14.37,5.08,18,0,2611,2258,845,1911,0.442,260,761,0.342,661,896,0.738,1241,464,267,86,0.469,0.398,0.559,52.1,54.9,6.5,0.51,0.346,2010,5,lteam
